ID,year,price,mileage,tax,mpg,model_A1,model_A3,model_A4,model_A5,model_A6,model_Q2,model_Q3,model_Q5,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,engineSize_Large,engineSize_Medium,engineSize_Small,engineSize_XLarge,engineSize_XSmall,engineSize_XXLarge,engineSize_XXSmall,state_New,state_Used,ownerName_Ali 3adaweya,ownerName_Ali Cyrus,ownerName_Ali ElNakshabandy,ownerName_Ali Harris,ownerName_Ali Johnson,ownerName_Ali Marks,ownerName_Ali Olsen,ownerName_Ali Osement,ownerName_Ali Smith,ownerName_Ali Williams,ownerName_Andy 3adaweya,ownerName_Andy Cyrus,ownerName_Andy ElNakshabandy,ownerName_Andy Harris,ownerName_Andy Johnson,ownerName_Andy Marks,ownerName_Andy Olsen,ownerName_Andy Osement,ownerName_Andy Smith,ownerName_Andy Williams,ownerName_Anna 3adaweya,ownerName_Anna Cyrus,ownerName_Anna ElNakshabandy,ownerName_Anna Harris,ownerName_Anna Johnson,ownerName_Anna Marks,ownerName_Anna Olsen,ownerName_Anna Osement,ownerName_Anna Smith,ownerName_Anna Williams,ownerName_Bart 3adaweya,ownerName_Bart Cyrus,ownerName_Bart ElNakshabandy,ownerName_Bart Harris,ownerName_Bart Johnson,ownerName_Bart Marks,ownerName_Bart Olsen,ownerName_Bart Osement,ownerName_Bart Smith,ownerName_Bob 3adaweya,ownerName_Bob ElNakshabandy,ownerName_Bob Harris,ownerName_Bob Marks,ownerName_Bob Olsen,ownerName_Bob Osement,ownerName_Bob Smith,ownerName_Bob Williams,ownerName_Hamada 3adaweya,ownerName_Hamada Cyrus,ownerName_Hamada ElNakshabandy,ownerName_Hamada Harris,ownerName_Hamada Johnson,ownerName_Hamada Olsen,ownerName_Hamada Osement,ownerName_Hamada Williams,ownerName_Joe 3adaweya,ownerName_Joe Cyrus,ownerName_Joe ElNakshabandy,ownerName_Joe Harris,ownerName_Joe Johnson,ownerName_Joe Marks,ownerName_Joe Olsen,ownerName_Joe Osement,ownerName_Joe Smith,ownerName_Joe Williams,ownerName_John 3adaweya,ownerName_John Cyrus,ownerName_John ElNakshabandy,ownerName_John Harris,ownerName_John Johnson,ownerName_John Marks,ownerName_John Olsen,ownerName_John Osement,ownerName_John Smith,ownerName_John Williams,ownerName_Mark 3adaweya,ownerName_Mark Cyrus,ownerName_Mark ElNakshabandy,ownerName_Mark Harris,ownerName_Mark Marks,ownerName_Mark Olsen,ownerName_Mark Osement,ownerName_Mark Smith,ownerName_Mark Williams,ownerName_Max 3adaweya,ownerName_Max Cyrus,ownerName_Max ElNakshabandy,ownerName_Max Harris,ownerName_Max Johnson,ownerName_Max Marks,ownerName_Max Olsen,ownerName_Max Osement,ownerName_Max Smith,ownerName_Max Williams,ownerName_Mohammed 3adaweya,ownerName_Mohammed Cyrus,ownerName_Mohammed ElNakshabandy,ownerName_Mohammed Harris,ownerName_Mohammed Johnson,ownerName_Mohammed Marks,ownerName_Mohammed Olsen,ownerName_Mohammed Osement,ownerName_Mohammed Williams,ownerName_Raymond 3adaweya,ownerName_Raymond Cyrus,ownerName_Raymond ElNakshabandy,ownerName_Raymond Harris,ownerName_Raymond Johnson,ownerName_Raymond Marks,ownerName_Raymond Olsen,ownerName_Raymond Osement,ownerName_Raymond Smith,ownerName_Raymond Williams,ownerName_Tim 3adaweya,ownerName_Tim Cyrus,ownerName_Tim ElNakshabandy,ownerName_Tim Harris,ownerName_Tim Johnson,ownerName_Tim Marks,ownerName_Tim Olsen,ownerName_Tim Osement,ownerName_Tim Smith,ownerName_Tim Williams,ownerName_Tony 3adaweya,ownerName_Tony Cyrus,ownerName_Tony ElNakshabandy,ownerName_Tony Harris,ownerName_Tony Johnson,ownerName_Tony Marks,ownerName_Tony Olsen,ownerName_Tony Osement,ownerName_Tony Smith,ownerName_Tony Williams
1.245936954396,-0.6341922941733384,10999,-0.16281134312825482,-2.0405178942925395,2.203115797335952,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.46100153392298804,-0.1016065313028594,18400,0.2227558477875542,0.10032417707968558,-0.21227749110855385,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3617271677160265,-0.6341922941733384,15945,0.20468007068044697,0.10032417707968558,0.8551996925485684,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8625185513223831,-1.1667780570438175,8490,0.831603334608368,-1.6979831628729836,1.5336809533475877,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.45653018228364556,0.4309792315676197,17297,0.4085017431422817,0.44285890849924164,1.1084993632468692,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2119368877980537,0.9635649944380987,26900,-0.7092825827188052,0.44285890849924164,-1.0988263385526051,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9493372956529494,-1.1667780570438175,14940,1.1463984255392463,0.10032417707968558,0.6290392722822289,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3882749815817352,0.9635649944380987,38490,-0.6401402659156629,0.44285890849924164,-1.2435690075230619,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08562120398662892,0.9635649944380987,18700,-0.5839868271976821,0.5284925913541306,0.3124146839093536,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4033388919144136,0.9635649944380987,36497,-1.1438914311957002,0.44285890849924164,-0.43843791137489335,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
